id,campaign,term,match_type
32625,21,cleanwell hand sanitizer,Top of Search
17079,21,cleanwell hand sanitizer natural,EXACT
40671,21,cleanwell hand sanitizer natural,Other Placements
40672,21,cleanwell hand sanitizer natural,Top of Search
11168,21,cleanwell hand sanitizer orange vanilla,EXACT
33357,21,cleanwell hand sanitizer orange vanilla,Other Placements
32634,21,cleanwell hand sanitizer orange vanilla,Top of Search
17081,21,cleanwell hand sanitizer pregnancy,BROAD
40678,21,cleanwell hand sanitizer pregnancy,Top of Search
17084,21,cleanwell hand sanitizer refill,BROAD
40684,21,cleanwell hand sanitizer refill,Top of Search
17086,21,cleanwell hand sanitizer refills,BROAD
15264,21,cleanwell hand sanitizer refills,EXACT
38296,21,cleanwell hand sanitizer refills,Other Placements
40691,21,cleanwell hand sanitizer refills,Top of Search
17088,21,cleanwell hand sanitizer review,BROAD
40696,21,cleanwell hand sanitizer review,Top of Search
17091,21,cleanwell hand sanitizer sds,BROAD
40702,21,cleanwell hand sanitizer sds,Top of Search
15762,21,cleanwell hand sanitizer spray,BROAD
11169,21,cleanwell hand sanitizer spray,EXACT
32639,21,cleanwell hand sanitizer spray,Other Placements
39084,21,cleanwell hand sanitizer spray,Top of Search
11172,21,cleanwell hand sanitizer travel,BROAD
11173,21,cleanwell hand sanitizer travel,EXACT
32643,21,cleanwell hand sanitizer travel,Other Placements
32644,21,cleanwell hand sanitizer travel,Top of Search
17108,21,cleanwell hand sanitizer travel size,BROAD
40761,21,cleanwell hand sanitizer travel size,Other Placements
40762,21,cleanwell hand sanitizer travel size,Top of Search
17111,21,cleanwell hand sanitizer whole foods,BROAD
40771,21,cleanwell hand sanitizer whole foods,Top of Search
14771,21,cleanwell hand sanitizer wipes,EXACT
37452,21,cleanwell hand sanitizer wipes,Other Placements
17115,21,cleanwell hand sanitizer wipes pocket pack,BROAD
40778,21,cleanwell hand sanitizer wipes pocket pack,Top of Search
11174,21,cleanwell hand sanitizing wipes,BROAD
12859,21,cleanwell hand sanitizing wipes,EXACT
37458,21,cleanwell hand sanitizing wipes,Other Placements
17122,21,cleanwell hand sanitizing wipes,PHRASE
32646,21,cleanwell hand sanitizing wipes,Top of Search
11639,21,cleanwell hand soap,BROAD
11175,21,cleanwell hand soap,EXACT
32657,21,cleanwell hand soap,Other Placements
32662,21,cleanwell hand soap,Top of Search
14780,21,cleanwell hand soap ingredients,BROAD
37489,21,cleanwell hand soap ingredients,Top of Search
17131,21,cleanwell hand soap refill,BROAD
11646,21,cleanwell hand soap refill,EXACT
33384,21,cleanwell hand soap refill,Other Placements
33385,21,cleanwell hand soap refill,Top of Search
17133,21,cleanwell hand wipes,BROAD
11182,21,cleanwell hand wipes,EXACT
32670,21,cleanwell hand wipes,Other Placements
17138,21,cleanwell hand wipes,PHRASE
32675,21,cleanwell hand wipes,Top of Search
17140,21,cleanwell ingredients,BROAD
40879,21,cleanwell ingredients,Top of Search
17143,21,cleanwell natural antibacterial foaming hand soap,BROAD
40893,21,cleanwell natural antibacterial foaming hand soap,Top of Search
11654,21,cleanwell natural foaming hand sanitizer,BROAD
11188,21,cleanwell natural foaming hand sanitizer,EXACT
32679,21,cleanwell natural foaming hand sanitizer,Other Placements
32682,21,cleanwell natural foaming hand sanitizer,Top of Search
17150,21,cleanwell natural hand sanitizer ingredients,BROAD
40925,21,cleanwell natural hand sanitizer ingredients,Top of Search
16200,21,cleanwell natural hand sanitizer spray,BROAD
40936,21,cleanwell natural hand sanitizer spray,Other Placements
17156,21,cleanwell natural hand sanitizer spray,PHRASE
39994,21,cleanwell natural hand sanitizer spray,Top of Search
11191,21,cleanwell natural hand sanitizing wipes,EXACT
32685,21,cleanwell natural hand sanitizing wipes,Other Placements
17159,21,cleanwell natural hand sanitizing wipes,PHRASE
32686,21,cleanwell natural hand sanitizing wipes,Top of Search
11657,21,cleanwell products,EXACT
33416,21,cleanwell products,Other Placements
33418,21,cleanwell products,Top of Search
17162,21,cleanwell refill,BROAD
12247,21,cleanwell refill,EXACT
32687,21,cleanwell refill,Other Placements
11192,21,cleanwell refill,PHRASE
32688,21,cleanwell refill,Top of Search
17166,21,cleanwell sanitizer,BROAD
11193,21,cleanwell sanitizer,EXACT
32690,21,cleanwell sanitizer,Other Placements
11199,21,cleanwell sanitizer,PHRASE
32696,21,cleanwell sanitizer,Top of Search
11203,21,cleanwell soap,EXACT
32710,21,cleanwell soap,Other Placements
11669,21,cleanwell soap,PHRASE
33438,21,cleanwell soap,Top of Search
11671,21,cleanwell soap refill,EXACT
33440,21,cleanwell soap refill,Other Placements
33441,21,cleanwell soap refill,Top of Search
17174,21,cleanwell travel wipes,BROAD
11206,21,cleanwell travel wipes,EXACT
32713,21,cleanwell travel wipes,Other Placements
32714,21,cleanwell travel wipes,Top of Search
17180,21,cleanwell wipes,BROAD
11207,21,cleanwell wipes,EXACT
32734,21,cleanwell wipes,Other Placements
11209,21,cleanwell wipes,PHRASE
32735,21,cleanwell wipes,Top of Search
17190,21,cleanwell wipes travel,BROAD
17191,21,cleanwell wipes travel,PHRASE
41072,21,cleanwell wipes travel,Top of Search
11212,21,cleanwelltoday.com,BROAD
32747,21,cleanwelltoday.com,Top of Search
15776,21,natural hand sanitizer recipe,BROAD
39504,21,natural hand sanitizer recipe,Top of Search
17200,21,where to buy clean well products,BROAD
41578,21,where to buy clean well products,Top of Search
15282,21,who carries clean well products,BROAD
38805,21,who carries clean well products,Top of Search
7996,28,best all natural hand sanitizer,BROAD
15285,28,best all natural hand sanitizer,EXACT
38067,28,best all natural hand sanitizer,Other Placements
27979,28,best all natural hand sanitizer,Top of Search
1451,28,clean and well products,EXACT
18792,28,clean and well products,Other Placements
670,28,clean cleaners,BROAD
1459,28,clean cleaners,EXACT
17906,28,clean cleaners,Other Placements
674,28,clean cleaners,PHRASE
17902,28,clean cleaners,Top of Search
4573,28,clean well,BROAD
675,28,clean well,EXACT
17931,28,clean well,Other Placements
679,28,clean well,PHRASE
17928,28,clean well,Top of Search
7373,28,clean well all natural hand sanitizer,BROAD
16234,28,clean well all natural hand sanitizer,EXACT
38887,28,clean well all natural hand sanitizer,Other Placements
15809,28,clean well all natural hand sanitizer,PHRASE
27258,28,clean well all natural hand sanitizer,Top of Search
16235,28,clean well disinfecting wipes,BROAD
39658,28,clean well disinfecting wipes,Other Placements
40287,28,clean well disinfecting wipes,Top of Search
17229,28,clean well foam soap refill,BROAD
40293,28,clean well foam soap refill,Top of Search
7374,28,clean well foaming hand sanitizer,BROAD
8013,28,clean well foaming hand sanitizer,EXACT
28099,28,clean well foaming hand sanitizer,Other Placements
27262,28,clean well foaming hand sanitizer,Top of Search
17238,28,clean well foaming sanitizer,BROAD
40314,28,clean well foaming sanitizer,Top of Search
16237,28,clean well foaming soap refill,BROAD
39661,28,clean well foaming soap refill,Other Placements
40318,28,clean well foaming soap refill,Top of Search
3302,28,clean well hand sanitizer,BROAD
21569,28,clean well hand sanitizer,Other Placements
15812,28,clean well hand sanitizer,PHRASE
28107,28,clean well hand sanitizer,Top of Search
17248,28,clean well hand sanitizers,BROAD
15813,28,clean well hand sanitizers,EXACT
38894,28,clean well hand sanitizers,Other Placements
15815,28,clean well hand sanitizers,PHRASE
38893,28,clean well hand sanitizers,Top of Search
2668,28,clean well hand soap,BROAD
15823,28,clean well hand soap,EXACT
20809,28,clean well hand soap,Other Placements
35527,28,clean well hand soap,Top of Search
17257,28,clean well ingredients,BROAD
40371,28,clean well ingredients,Top of Search
15318,28,clean well liquid hand soap,BROAD
38180,28,clean well liquid hand soap,Top of Search
17260,28,clean well logo,BROAD
40377,28,clean well logo,Top of Search
15826,28,clean well natural antibacterial foaming hand soap,BROAD
38919,28,clean well natural antibacterial foaming hand soap,Top of Search
15827,28,clean well natural hand sanitizer,BROAD
15828,28,clean well natural hand sanitizer,EXACT
38922,28,clean well natural hand sanitizer,Other Placements
15831,28,clean well natural hand sanitizer,PHRASE
38921,28,clean well natural hand sanitizer,Top of Search
17265,28,clean well refill,BROAD
1467,28,clean well refill,EXACT
18900,28,clean well refill,Other Placements
33272,28,clean well refill,Top of Search
17267,28,clean well sanitizer,BROAD
39702,28,clean well sanitizer,Other Placements
16255,28,clean well sanitizer,PHRASE
39701,28,clean well sanitizer,Top of Search
17271,28,clean well sanitizer ingredients,BROAD
40409,28,clean well sanitizer ingredients,Top of Search
17274,28,clean well sanitizer review,BROAD
40418,28,clean well sanitizer review,Top of Search
10043,28,clean well soap,BROAD
15839,28,clean well soap,EXACT
38947,28,clean well soap,Other Placements
30760,28,clean well soap,Top of Search
15840,28,clean well water,BROAD
21582,28,clean well water,Other Placements
3306,28,clean well water,PHRASE
38948,28,clean well water,Top of Search
17284,28,clean well waters at home,BROAD
40443,28,clean well waters at home,Top of Search
680,28,cleanwell,EXACT
17972,28,cleanwell,Other Placements
683,28,cleanwell,PHRASE
17971,28,cleanwell,Top of Search
38999,28,cleanwell all natural hand sanitizing wipes,Other Placements
15855,28,cleanwell all natural hand sanitizing wipes,PHRASE
15856,28,cleanwell antibacterial soap,BROAD
39001,28,cleanwell antibacterial soap,Other Placements
39000,28,cleanwell antibacterial soap,Top of Search
17300,28,cleanwell botanical disinfectant msds,BROAD
40531,28,cleanwell botanical disinfectant msds,Top of Search
17303,28,cleanwell botanical disinfectant reviews,BROAD
40534,28,cleanwell botanical disinfectant reviews,Top of Search
15857,28,cleanwell botanical disinfectant spray,BROAD
39002,28,cleanwell botanical disinfectant spray,Other Placements
14834,28,cleanwell botanical disinfectant spray ads,BROAD
37350,28,cleanwell botanical disinfectant spray ads,Top of Search
16279,28,cleanwell botanical disinfectant spray sds,BROAD
39786,28,cleanwell botanical disinfectant spray sds,Top of Search
17304,28,cleanwell botanical disinfecting ingredients,BROAD
40543,28,cleanwell botanical disinfecting ingredients,Top of Search
17307,28,cleanwell botanical disinfecting spray,BROAD
40554,28,cleanwell botanical disinfecting spray,Top of Search
17311,28,cleanwell cleaning products,BROAD
15860,28,cleanwell cleaning products,EXACT
39006,28,cleanwell cleaning products,Other Placements
39005,28,cleanwell cleaning products,Top of Search
15861,28,cleanwell disinfectant spray,EXACT
39010,28,cleanwell disinfectant spray,Other Placements
39007,28,cleanwell disinfectant spray,Top of Search
15866,28,cleanwell disinfectant spray to go,BROAD
39015,28,cleanwell disinfectant spray to go,Top of Search
1477,28,cleanwell disinfecting wipes,BROAD
16288,28,cleanwell disinfecting wipes,EXACT
18951,28,cleanwell disinfecting wipes,Other Placements
39798,28,cleanwell disinfecting wipes,Top of Search
15347,28,cleanwell foaming hand soap refill,EXACT
38266,28,cleanwell foaming hand soap refill,Other Placements
38265,28,cleanwell foaming hand soap refill,Top of Search
16289,28,cleanwell foaming refill,BROAD
39802,28,cleanwell foaming refill,Other Placements
40591,28,cleanwell foaming refill,Top of Search
16290,28,cleanwell foaming soap,EXACT
39805,28,cleanwell foaming soap,Other Placements
39803,28,cleanwell foaming soap,Top of Search
6813,28,cleanwell foaming soap refill,BROAD
26456,28,cleanwell foaming soap refill,Other Placements
37381,28,cleanwell foaming soap refill,Top of Search
1478,28,cleanwell hand sanitizer,BROAD
686,28,cleanwell hand sanitizer,EXACT
18007,28,cleanwell hand sanitizer,Other Placements
15358,28,cleanwell hand sanitizer,PHRASE
18983,28,cleanwell hand sanitizer,Top of Search
8022,28,cleanwell hand sanitizer ingredients,BROAD
28232,28,cleanwell hand sanitizer ingredients,Top of Search
15887,28,cleanwell hand sanitizer natural,EXACT
39079,28,cleanwell hand sanitizer natural,Other Placements
39883,28,cleanwell hand sanitizer natural,Top of Search
15359,28,cleanwell hand sanitizer orange vanilla,EXACT
38295,28,cleanwell hand sanitizer orange vanilla,Other Placements
17335,28,cleanwell hand sanitizer pregnancy,BROAD
40681,28,cleanwell hand sanitizer pregnancy,Top of Search
16309,28,cleanwell hand sanitizer refill,BROAD
15889,28,cleanwell hand sanitizer refill,EXACT
39081,28,cleanwell hand sanitizer refill,Top of Search
16313,28,cleanwell hand sanitizer refills,BROAD
15360,28,cleanwell hand sanitizer refills,EXACT
38297,28,cleanwell hand sanitizer refills,Other Placements
40693,28,cleanwell hand sanitizer refills,Top of Search
17341,28,cleanwell hand sanitizer review,BROAD
40699,28,cleanwell hand sanitizer review,Top of Search
17343,28,cleanwell hand sanitizer sds,BROAD
40705,28,cleanwell hand sanitizer sds,Top of Search
15362,28,cleanwell hand sanitizer spray,BROAD
15364,28,cleanwell hand sanitizer spray,EXACT
38301,28,cleanwell hand sanitizer spray,Other Placements
38299,28,cleanwell hand sanitizer spray,Top of Search
10695,28,cleanwell hand sanitizer travel,BROAD
10696,28,cleanwell hand sanitizer travel,EXACT
31769,28,cleanwell hand sanitizer travel,Other Placements
39091,28,cleanwell hand sanitizer travel,Top of Search
17359,28,cleanwell hand sanitizer travel size,BROAD
15895,28,cleanwell hand sanitizer travel size,EXACT
39093,28,cleanwell hand sanitizer travel size,Other Placements
39092,28,cleanwell hand sanitizer travel size,Top of Search
17362,28,cleanwell hand sanitizer whole foods,BROAD
40773,28,cleanwell hand sanitizer whole foods,Top of Search
17364,28,cleanwell hand sanitizer wipes,BROAD
16331,28,cleanwell hand sanitizer wipes,EXACT
39928,28,cleanwell hand sanitizer wipes,Other Placements
16332,28,cleanwell hand sanitizer wipes,PHRASE
39927,28,cleanwell hand sanitizer wipes,Top of Search
15366,28,cleanwell hand sanitizer wipes pocket pack,BROAD
38307,28,cleanwell hand sanitizer wipes pocket pack,Top of Search
8026,28,cleanwell hand sanitizing wipes,BROAD
15368,28,cleanwell hand sanitizing wipes,EXACT
38310,28,cleanwell hand sanitizing wipes,Other Placements
15369,28,cleanwell hand sanitizing wipes,PHRASE
28267,28,cleanwell hand sanitizing wipes,Top of Search
1481,28,cleanwell hand soap,BROAD
687,28,cleanwell hand soap,EXACT
19021,28,cleanwell hand soap,Other Placements
18027,28,cleanwell hand soap,Top of Search
13451,28,cleanwell hand soap ingredients,BROAD
35700,28,cleanwell hand soap ingredients,Top of Search
1485,28,cleanwell hand soap refill,EXACT
39958,28,cleanwell hand soap refill,Other Placements
19032,28,cleanwell hand soap refill,Top of Search
4593,28,cleanwell hand wipes,BROAD
1487,28,cleanwell hand wipes,EXACT
23500,28,cleanwell hand wipes,Other Placements
17387,28,cleanwell hand wipes,PHRASE
